customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST08679,Female,0,Yes,No,69,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer,49.3,1773.47,Yes
CUST08680,Male,1,No,Yes,53,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,57.31,1369.52,No
CUST08681,Female,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,110.31,4325.31,Yes
CUST08682,Male,0,No,Yes,18,No,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,86.22,5292.56,No
CUST08683,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,112.88,6437.47,No
CUST08684,Female,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Bank transfer,80.13,8492.42,No
CUST08685,Male,0,Yes,No,26,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Credit card,55.55,793.28,No
CUST08686,Female,1,Yes,No,42,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,42.27,6061.86,Yes
CUST08687,Male,0,No,Yes,51,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,102.52,6799.44,No
CUST08688,Female,1,Yes,Yes,45,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,64.9,5987.3,No
CUST08689,Female,1,No,Yes,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.09,7697.98,Yes
CUST08690,Male,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,94.19,4691.63,No
CUST08691,Female,0,No,No,60,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.63,7366.52,No
CUST08692,Male,1,No,No,57,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,117.62,645.21,No
CUST08693,Female,1,No,No,48,No,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,43.56,5737.71,No
CUST08694,Female,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.76,8468.98,No
CUST08695,Female,0,No,Yes,25,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,35.15,4105.6,No
CUST08696,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,One year,No,Mailed check,117.45,1112.91,Yes
CUST08697,Male,1,Yes,No,66,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,45.15,3285.8,Yes
CUST08698,Female,1,No,No,66,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,71.54,7656.21,No
CUST08699,Female,0,No,Yes,34,No,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,56.89,1162.09,No
CUST08700,Male,1,Yes,Yes,59,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,110.4,4754.91,Yes
CUST08701,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card,72.2,7717.88,No
CUST08702,Male,1,Yes,No,69,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,87.2,7080.57,No
CUST08703,Male,1,Yes,Yes,2,No,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,41.96,4620.93,No
CUST08704,Male,0,No,Yes,32,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,114.59,5626.34,Yes
CUST08705,Male,0,No,Yes,41,No,No,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Bank transfer,55.51,2532.12,Yes
CUST08706,Female,0,Yes,Yes,12,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,No,Bank transfer,29.99,8398.98,No
CUST08707,Male,1,Yes,Yes,28,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,41.82,298.73,Yes
CUST08708,Female,1,No,Yes,8,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,39.41,3302.42,Yes
CUST08709,Male,0,No,No,31,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.82,3571.26,Yes
CUST08710,Female,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,69.11,6984.68,No
CUST08711,Female,0,Yes,Yes,57,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,51.15,4266.9,No
CUST08712,Female,1,Yes,No,56,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,69.44,7723.04,No
CUST08713,Male,0,No,Yes,9,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,27.92,2572.01,No
CUST08714,Male,1,No,No,24,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,78.9,1614.03,No
CUST08715,Male,1,No,Yes,61,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,83.17,2239.72,No
CUST08716,Male,1,Yes,No,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card,45.48,1575.27,No
CUST08717,Female,1,Yes,Yes,2,No,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,76.91,3083.21,Yes
CUST08718,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer,50.44,2203.09,No
CUST08719,Female,1,Yes,No,54,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer,35.67,5558.65,No
CUST08720,Female,0,Yes,Yes,25,No,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,88.05,139.77,No
CUST08721,Male,0,Yes,No,12,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,103.53,4551.07,No
CUST08722,Male,0,Yes,Yes,6,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,35.36,3547.83,Yes
CUST08723,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,108.81,3002.92,No
CUST08724,Female,1,No,Yes,21,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,79.85,696.03,No
CUST08725,Male,0,No,Yes,22,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,97.32,6552.65,No
CUST08726,Female,1,No,No,47,No,No phone service,No,No,No,No,No internet service,No,Yes,One year,No,Bank transfer,89.32,3271.93,No
CUST08727,Male,1,No,No,13,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Bank transfer,108.34,8461.06,Yes
CUST08728,Female,1,No,No,51,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,25.97,8552.48,Yes
CUST08729,Male,1,Yes,No,38,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,118.69,5171.58,No
CUST08730,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer,108.01,3177.91,No
CUST08731,Female,1,Yes,Yes,35,No,No,DSL,Yes,No,No internet service,No,No,Yes,Two year,No,Electronic check,24.33,3608.2,Yes
CUST08732,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,45.25,2602.88,No
CUST08733,Male,1,Yes,No,22,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,73.53,6159.88,No
CUST08734,Male,1,Yes,Yes,9,No,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,105.63,4819.03,No
CUST08735,Male,0,Yes,No,59,No,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,51.23,3812.22,No
CUST08736,Male,1,No,Yes,29,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,24.98,4720.52,Yes
CUST08737,Male,1,Yes,No,69,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,97.99,1111.24,No
CUST08738,Male,1,Yes,Yes,4,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,63.4,5972.25,No
CUST08739,Female,1,No,Yes,56,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,96.1,4643.71,No
CUST08740,Female,1,No,No,42,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Bank transfer,52.55,5542.45,No
CUST08741,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,101.88,2512.72,Yes
CUST08742,Male,1,No,No,5,No,No,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,56.1,6692.49,No
CUST08743,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,67.64,4318.43,No
CUST08744,Female,0,No,No,16,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Bank transfer,113.73,906.31,No
CUST08745,Female,1,Yes,Yes,11,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No,One year,No,Credit card,34.81,6031.5,No
CUST08746,Male,0,Yes,No,43,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer,78.22,1033.6,Yes
CUST08747,Female,1,No,Yes,53,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,101.38,553.48,No
CUST08748,Male,1,No,Yes,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,89.13,6705.74,Yes
CUST08749,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,62.65,4251.82,Yes
CUST08750,Male,1,No,No,28,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,100.25,247.84,No
CUST08751,Male,1,Yes,No,45,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,67.92,4625.17,No
CUST08752,Female,0,No,No,72,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Bank transfer,84.39,8059.13,Yes
CUST08753,Female,0,Yes,Yes,52,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,53.58,871.75,Yes
CUST08754,Male,1,Yes,Yes,24,No,No phone service,No,No internet service,Yes,No,No,No,No,One year,Yes,Bank transfer,25.75,3135.37,No
CUST08755,Female,0,Yes,Yes,52,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,40.46,7476.04,Yes
CUST08756,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,66.75,2302.49,Yes
CUST08757,Male,0,Yes,Yes,5,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,109.39,994.71,No
CUST08758,Female,1,Yes,No,37,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card,33.18,4002.7,No
CUST08759,Male,0,No,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,51.66,7784.48,No
CUST08760,Male,0,Yes,No,34,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,53.01,2937.63,No
CUST08761,Male,0,Yes,No,54,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card,97.83,7531.44,Yes
CUST08762,Male,0,Yes,No,46,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer,74.37,1040.02,Yes
CUST08763,Female,0,No,Yes,32,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,61.6,3676.62,Yes
CUST08764,Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,26.27,4406.29,No
CUST08765,Female,0,Yes,No,68,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,117.05,3567.26,No
CUST08766,Male,0,Yes,No,58,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer,100.72,7988.55,No
CUST08767,Male,0,No,No,17,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,25.63,2827.07,No
CUST08768,Female,1,No,Yes,65,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer,24.64,7780.35,No
CUST08769,Male,0,No,No,24,No,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,45.26,7504.64,No
CUST08770,Female,1,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,25.08,7018.02,No
CUST08771,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,94.1,2309.97,Yes
CUST08772,Male,1,Yes,Yes,68,No,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,40.51,3291.96,No
CUST08773,Male,1,Yes,No,28,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,108.13,5069.86,No
CUST08774,Male,0,Yes,Yes,17,No,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Electronic check,81.04,1357.35,No
CUST08775,Male,0,No,No,71,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,68.56,3933.92,Yes
CUST08776,Male,1,Yes,No,26,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,31.21,83.66,No
CUST08777,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card,33.05,1983.75,No
CUST08778,Female,0,No,Yes,65,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,32.12,7838.73,Yes
CUST08779,Female,0,No,No,25,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card,41.18,114.22,No
CUST08780,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,30.42,3367.03,No
CUST08781,Female,1,No,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,52.1,8361.04,No
CUST08782,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,101.21,7114.01,No
CUST08783,Male,0,No,No,18,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,34.65,1356.73,No
CUST08784,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,49.93,2776.33,Yes
CUST08785,Female,0,No,Yes,1,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,64.97,6566.57,No
CUST08786,Male,0,Yes,No,42,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,81.38,4962.62,Yes
CUST08787,Female,1,No,No,21,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,43.73,7174.49,No
CUST08788,Male,1,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,No,Credit card,81.4,1513.31,Yes
CUST08789,Female,0,Yes,Yes,32,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,38.38,3329.09,No
CUST08790,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,82.74,6815.7,No
CUST08791,Female,1,No,No,68,No,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,98.86,3725.49,No
CUST08792,Female,0,No,Yes,20,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,22.31,5988.38,No
CUST08793,Male,1,No,No,45,No,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,113.61,1777.37,No
CUST08794,Male,0,Yes,Yes,17,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer,91.27,5874.14,No
CUST08795,Female,1,No,Yes,4,No,No,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,114.99,1573.24,No
CUST08796,Female,1,No,No,7,No,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,46.47,6862.25,Yes
CUST08797,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,113.83,4888.38,No
CUST08798,Male,1,No,Yes,4,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,One year,No,Electronic check,65.36,3884.59,Yes
CUST08799,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer,35.16,653.26,No
CUST08800,Female,1,No,Yes,65,No,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,93.73,5992.24,Yes
CUST08801,Female,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,89.47,1728.48,No
CUST08802,Female,0,Yes,No,28,No,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,112.18,1115.56,No
CUST08803,Female,0,No,No,68,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,50.4,1423.42,No
CUST08804,Male,1,Yes,Yes,31,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card,82.92,1680.43,No
CUST08805,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,116.01,6168.36,No
CUST08806,Male,0,No,No,1,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,107.24,4393.89,No
CUST08807,Male,0,No,Yes,68,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,102.23,4215.66,No
CUST08808,Male,1,No,Yes,50,No,No,No,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,107.87,4176.74,No
CUST08809,Female,0,Yes,Yes,34,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,104.43,3717.35,Yes
CUST08810,Male,1,Yes,No,14,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,57.91,4647.71,No
CUST08811,Male,1,Yes,Yes,71,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.55,1461.18,No
CUST08812,Male,1,No,Yes,64,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,One year,Yes,Bank transfer,118.76,2565.84,Yes
CUST08813,Male,0,No,No,37,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,97.49,920.4,No
CUST08814,Female,0,Yes,Yes,16,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,42.58,7533.16,No
CUST08815,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer,94.8,8999.29,No
CUST08816,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer,56.46,6338.94,No
CUST08817,Male,0,No,No,2,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,44.67,448.88,No
CUST08818,Female,1,No,No,69,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,76.6,4258.2,No
CUST08819,Female,1,Yes,No,51,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,21.07,79.2,No
CUST08820,Female,0,No,No,52,No,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,117.65,2499.03,Yes
CUST08821,Male,1,Yes,Yes,2,No,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,114.3,741.61,Yes
CUST08822,Female,0,No,Yes,46,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,99.01,3793.83,No
CUST08823,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card,25.34,3895.08,No
CUST08824,Male,0,No,Yes,45,No,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer,27.49,1603.69,Yes
CUST08825,Female,0,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card,84.83,7468.51,No
CUST08826,Male,1,Yes,Yes,42,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer,99.98,6909.05,Yes
CUST08827,Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,25.41,7446.75,No
CUST08828,Male,0,No,Yes,69,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,76.37,4925.29,No
CUST08829,Female,1,Yes,No,19,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer,89.91,93.92,No
CUST08830,Male,0,Yes,No,46,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,36.36,8315.43,No
CUST08831,Male,0,No,No,53,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card,37.56,8273.7,No
CUST08832,Female,0,Yes,Yes,40,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,113.14,4902.36,No
CUST08833,Female,1,Yes,No,65,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,60.1,8136.44,No
CUST08834,Female,1,No,Yes,30,No,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,No,Bank transfer,47.45,2415.59,No
CUST08835,Female,1,Yes,Yes,63,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,24.56,4664.21,No
CUST08836,Male,1,No,No,57,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,23.69,6209.25,No
CUST08837,Female,1,Yes,Yes,54,No,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,45.82,4536.35,No
CUST08838,Female,0,No,Yes,45,No,No,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,No,Electronic check,82.0,7647.56,No
CUST08839,Male,0,Yes,Yes,23,No,No,No,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,80.51,4886.71,No
CUST08840,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,42.55,1522.25,No
CUST08841,Female,1,Yes,No,40,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,94.26,7464.73,No
CUST08842,Male,0,No,No,24,No,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,66.12,6369.03,No
CUST08843,Female,1,Yes,Yes,28,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Credit card,99.94,4623.46,Yes
CUST08844,Female,0,Yes,Yes,30,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,112.44,4489.48,No
CUST08845,Female,1,No,No,1,Yes,No,No,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,43.73,6224.59,Yes
CUST08846,Female,0,No,Yes,11,No,No phone service,No,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,64.83,5983.31,No
CUST08847,Female,0,No,No,4,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,25.32,2367.46,Yes
CUST08848,Female,1,Yes,No,60,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,96.27,6752.04,No
CUST08849,Male,0,Yes,No,55,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,52.26,7696.02,No
CUST08850,Female,0,Yes,No,70,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,85.12,2140.56,Yes
CUST08851,Male,1,No,Yes,36,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,58.11,4058.68,No
CUST08852,Male,0,No,Yes,35,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,34.25,2755.34,No
CUST08853,Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,20.71,1617.4,No
CUST08854,Male,1,Yes,No,37,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.04,847.45,No
CUST08855,Female,1,No,Yes,40,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,113.43,7464.88,No
CUST08856,Female,1,No,No,32,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,110.35,2051.96,Yes
